Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness
R0456,Struggling Expat,35,3,3,2,3,1,3,1,0,1,0,0,0,0,3,5,4,3,5,5,3,4,5,5,2,3,6,4,3,5,3,2,6,2,30,2,4.38,3.0,3.83,4.59,8.16,5.0,0,0.5981
R0457,Tech-Savvy Millennial,26,3,3,1,4,1,1,0,0,0,0,1,0,0,2,2,4,5,3,3,5,4,3,2,2,2,8,4,3,3,4,6,10,2,50,2,3.38,1.0,3.67,4.29,5.96,4.0,3,0.7469
R0458,Struggling Expat,39,2,3,5,3,1,3,1,0,1,1,0,0,0,5,3,5,3,4,4,2,4,5,5,2,4,7,3,4,4,5,6,6,3,10,2,4.25,3.0,4.0,4.53,7.5,5.0,1,0.72
R0459,Tech-Savvy Millennial,32,5,3,4,3,2,3,0,1,0,1,0,0,1,4,2,4,3,3,3,5,4,3,4,4,1,7,3,4,5,6,4,10,1,30,2,3.25,4.0,3.83,3.72,5.3,7.0,3,0.6781
R0460,Tech-Savvy Millennial,30,3,3,3,3,1,1,0,0,0,1,0,0,1,2,1,3,3,3,3,4,4,3,3,4,1,6,5,4,4,5,4,8,3,150,2,2.88,1.0,4.33,3.84,4.76,4.0,4,0.6631
R0461,Tech-Savvy Millennial,27,3,3,1,4,1,2,1,1,1,1,1,0,1,3,3,4,1,3,1,5,4,4,4,3,2,7,5,5,5,5,6,8,2,50,6,2.88,6.0,3.67,4.04,4.76,9.0,4,0.6969
R0462,Struggling Expat,35,2,1,3,2,1,5,0,0,0,1,0,0,1,3,3,3,3,3,3,4,4,5,5,3,1,4,3,3,3,5,4,7,2,10,2,3.5,1.0,4.17,3.95,6.0,3.0,2,0.5519
R0463,Cautious Saver,35,2,3,4,2,1,1,1,0,0,0,0,0,0,1,3,3,2,2,2,3,4,4,2,3,3,7,4,5,4,4,3,6,1,30,3,2.38,2.0,3.83,3.39,3.96,4.0,0,0.6631
R0464,Struggling Expat,34,3,5,4,2,1,4,0,0,1,1,1,1,1,4,3,5,4,4,3,3,4,5,4,3,1,6,4,5,5,3,7,4,4,30,6,4.12,1.0,4.33,4.26,7.64,5.0,4,0.7081
R0465,High-Earning Nomad,45,3,3,3,3,1,5,0,0,0,0,1,0,1,2,4,3,4,3,3,4,5,3,3,5,3,7,4,5,5,5,7,7,2,80,3,3.25,1.0,4.33,4.03,5.5,4.0,3,0.7581
R0466,Senior Finance Pro,42,5,4,5,4,2,3,1,1,0,1,0,1,1,5,2,2,2,2,1,4,5,5,5,4,2,7,3,4,4,5,6,5,2,80,2,2.5,6.0,3.83,3.55,4.0,9.0,4,0.7081
R0467,Senior Finance Pro,47,3,5,4,4,2,2,1,1,0,0,0,1,0,1,1,4,3,2,2,4,3,4,5,4,5,7,3,3,2,5,4,4,2,80,3,2.5,6.0,3.67,3.55,4.0,9.0,3,0.6669
R0468,High-Earning Nomad,35,3,3,3,4,1,3,0,0,0,1,0,0,1,4,4,4,3,3,2,4,4,3,4,5,2,9,5,3,5,5,8,8,2,80,4,3.5,1.0,4.0,4.35,6.0,5.0,3,0.85
R0469,Tech-Savvy Millennial,32,3,3,3,2,3,2,1,1,0,0,0,0,0,3,1,2,3,2,3,5,4,4,3,4,3,7,4,5,5,7,4,5,2,80,3,2.62,6.0,4.33,2.91,3.84,7.0,0,0.7131
R0470,High-Earning Nomad,36,5,2,1,4,1,4,0,0,1,1,0,0,1,4,4,4,3,2,2,4,4,5,3,5,1,5,3,4,4,5,5,6,2,80,2,3.25,1.0,3.5,4.22,5.5,5.0,3,0.57
R0471,Tech-Savvy Millennial,38,4,2,5,4,2,2,1,0,0,1,1,0,0,4,1,3,2,5,2,3,4,3,3,5,1,7,4,5,5,5,5,8,3,150,2,3.0,3.0,4.5,3.8,5.0,6.0,2,0.74
R0472,High-Earning Nomad,45,3,5,3,3,1,1,1,1,0,1,1,1,0,3,5,4,3,4,2,5,4,3,5,4,2,7,4,4,4,3,6,8,2,80,4,3.38,6.0,3.83,4.09,6.16,9.0,3,0.7081
R0473,Tech-Savvy Millennial,36,3,3,4,3,1,2,0,1,1,0,1,1,1,3,2,5,3,3,3,5,4,3,3,3,2,7,4,4,5,5,4,7,2,50,4,3.38,4.0,3.67,4.09,5.76,9.0,3,0.6669
R0474,High-Earning Nomad,50,4,5,2,4,1,2,0,1,1,1,1,0,1,4,3,4,4,4,2,5,4,4,3,5,3,7,4,5,4,3,7,7,2,80,4,3.38,4.0,3.83,4.29,6.16,8.0,5,0.7231
R0475,Struggling Expat,39,2,1,5,2,1,3,0,0,0,0,0,0,0,3,4,5,4,2,5,4,4,3,5,3,2,6,5,5,4,3,5,5,5,0,1,4.0,1.0,4.5,4.2,7.4,2.0,0,0.69
R0476,High-Earning Nomad,32,3,4,2,4,3,3,1,0,0,1,1,0,0,4,5,3,3,3,2,4,5,3,5,5,3,5,5,5,4,5,2,5,1,80,3,3.62,3.0,4.5,3.81,6.24,6.0,4,0.595
R0477,Tech-Savvy Millennial,36,3,4,5,2,1,3,1,1,1,0,0,1,1,3,2,5,3,2,2,5,5,5,3,3,3,6,5,3,3,5,5,8,1,80,3,3.0,6.0,3.83,3.7,5.0,9.0,2,0.6431
R0478,Struggling Expat,34,2,4,4,2,2,4,0,0,0,1,0,0,1,4,4,4,3,4,5,4,4,4,5,4,3,5,5,4,4,2,4,5,2,30,2,4.25,1.0,4.33,4.03,8.1,3.0,3,0.6131
R0479,High-Earning Nomad,40,5,5,5,5,1,3,0,0,1,0,1,0,1,3,3,3,3,1,2,4,4,3,4,5,1,7,4,4,4,4,6,6,1,80,3,2.75,1.0,3.67,4.18,4.7,6.0,2,0.6969
R0480,Struggling Expat,42,2,3,4,2,1,3,1,0,1,0,0,0,0,5,3,3,3,4,4,4,3,5,5,2,2,6,4,2,4,4,3,7,5,0,2,4.0,3.0,3.33,4.2,7.2,4.0,0,0.5781
R0481,Struggling Expat,39,5,1,5,3,1,3,0,1,0,1,1,0,0,5,4,5,5,4,4,4,4,4,4,3,4,6,5,4,3,3,4,10,1,10,1,4.5,3.0,4.17,4.6103,8.4,6.0,2,0.6519
R0482,Struggling Expat,37,2,4,3,3,1,2,0,1,0,1,1,1,0,3,2,5,4,5,3,3,4,4,5,3,2,6,5,3,4,1,5,5,4,10,1,3.88,4.0,4.0,4.34,7.56,8.0,4,0.655
R0483,Senior Finance Pro,50,4,5,3,5,2,2,0,0,1,1,1,0,0,2,3,3,3,2,3,4,4,4,4,4,2,8,3,5,4,3,5,6,2,80,2,2.62,1.0,4.33,3.81,4.64,5.0,3,0.7781
R0484,Struggling Expat,32,2,2,3,3,2,4,1,0,1,1,1,0,0,4,4,5,2,4,4,5,5,5,4,3,3,6,4,4,5,4,3,5,3,10,2,4.12,2.0,4.17,4.16,7.44,5.0,3,0.6369
R0485,Struggling Expat,34,2,3,2,3,2,3,0,0,0,0,1,1,1,4,4,5,5,5,3,3,5,3,5,3,2,4,3,3,5,2,1,5,3,30,2,4.5,1.0,3.33,4.35,8.56,6.0,3,0.4481
R0486,High-Earning Nomad,40,3,4,5,4,1,2,1,1,1,1,0,1,1,4,3,4,4,4,3,4,5,5,4,4,1,8,4,4,4,5,6,6,1,80,4,3.75,6.0,3.67,4.47,6.5,9.0,4,0.7469
R0487,Tech-Savvy Millennial,28,2,2,1,3,1,2,0,0,0,0,0,1,1,2,2,4,3,2,3,4,5,4,3,4,2,7,4,5,4,4,4,10,2,10,2,3.0,1.0,4.67,3.9,5.2,6.0,2,0.7369
R0488,Senior Finance Pro,42,4,3,5,3,2,2,1,1,0,1,1,0,1,2,3,3,2,3,2,4,3,5,5,5,2,6,3,2,5,6,3,7,1,80,2,2.25,6.0,3.83,3.22,3.3,9.0,4,0.6131
R0489,High-Earning Nomad,32,3,4,4,5,2,4,1,1,1,0,1,0,1,4,5,3,4,3,4,4,5,3,5,5,1,6,4,4,5,4,3,9,1,80,6,3.75,6.0,3.67,4.38,6.7,9.0,3,0.6019
R0490,High-Earning Nomad,30,5,4,3,4,2,4,1,1,1,1,1,1,1,4,4,4,3,4,3,3,4,3,5,4,2,7,4,4,5,5,3,7,2,80,4,3.62,6.0,4.5,4.11,6.24,9.0,6,0.71
R0491,Senior Finance Pro,41,3,4,5,3,2,3,0,0,0,1,1,1,1,3,3,3,2,3,1,4,3,5,5,4,4,6,4,5,3,4,3,7,1,50,2,2.5,1.0,3.33,3.35,4.2,6.0,5,0.5781
R0492,Struggling Expat,31,2,3,1,2,1,4,0,0,1,1,1,0,1,5,4,5,5,5,4,4,4,4,3,2,3,7,4,4,3,3,5,5,2,10,2,4.5,1.0,4.17,4.45,8.4,3.0,3,0.7169
R0493,Tech-Savvy Millennial,32,3,3,3,3,3,1,0,0,0,1,0,0,1,2,3,3,2,3,3,5,5,5,3,3,3,6,5,5,5,6,3,7,1,30,2,2.88,1.0,4.5,3.24,4.56,4.0,4,0.66
R0494,Tech-Savvy Millennial,33,5,3,2,3,2,3,0,1,0,0,1,0,1,3,1,3,3,3,2,5,4,4,4,2,2,5,4,5,4,5,1,8,3,80,6,2.88,4.0,4.17,3.54,4.76,7.0,3,0.5569
R0495,Struggling Expat,34,3,1,4,3,1,4,1,0,1,1,0,0,0,5,4,5,3,3,4,5,4,3,5,2,3,4,5,5,5,2,4,6,3,30,1,4.0,3.0,4.5,4.4,7.6,5.0,2,0.575
R0496,Senior Finance Pro,39,3,5,5,3,1,3,1,1,0,0,0,0,0,2,3,3,1,3,3,3,5,4,5,4,2,6,4,5,3,5,4,4,1,80,3,2.88,5.0,3.83,3.84,4.76,8.0,0,0.6281
R0497,Struggling Expat,34,2,2,4,2,1,4,0,0,0,1,0,0,0,3,3,5,3,3,4,4,5,4,5,2,1,4,4,3,2,4,3,6,3,30,2,3.88,1.0,4.0,4.14,6.96,2.0,2,0.525
R0498,Tech-Savvy Millennial,35,2,3,1,2,2,2,1,1,1,1,1,0,1,3,4,3,3,1,2,3,4,4,4,4,3,6,5,5,4,3,3,10,1,80,6,3.0,6.0,4.33,3.4,5.4,8.0,5,0.6481
R0499,High-Earning Nomad,52,5,3,4,4,2,5,0,0,1,1,0,1,1,5,5,5,5,5,5,5,4,3,5,5,3,10,4,3,4,6,4,10,1,80,2,3.12,1.0,3.67,3.86,5.04,7.0,3,0.8169
R0500,High-Earning Nomad,41,4,5,3,5,1,3,1,0,0,0,1,1,1,4,4,3,2,2,1,4,5,3,4,5,1,5,4,4,4,5,4,9,2,150,3,2.75,3.0,3.67,4.18,4.5,9.0,5,0.5669
R0501,Struggling Expat,40,2,4,1,3,1,4,1,0,0,1,0,0,1,4,5,4,2,4,2,4,3,4,5,4,2,6,5,3,4,2,1,7,2,30,6,3.88,3.0,4.0,4.34,7.36,6.0,3,0.595
R0502,Struggling Expat,41,3,3,3,3,1,3,0,0,0,0,0,0,0,5,4,4,3,3,4,5,5,4,5,3,3,6,5,5,4,3,1,7,4,30,2,4.12,1.0,4.33,4.46,7.64,3.0,0,0.6181
R0503,Senior Finance Pro,41,2,3,5,3,1,3,0,1,0,1,1,0,1,3,1,3,3,1,3,4,5,4,4,5,3,6,4,4,4,4,5,5,2,50,2,2.62,4.0,3.83,3.71,4.44,7.0,5,0.6431
R0504,Cautious Saver,39,5,4,3,2,2,3,0,0,0,0,1,1,1,3,2,3,2,3,2,3,5,4,5,3,2,10,4,3,5,4,7,9,2,30,5,2.75,1.0,3.67,3.28,4.7,5.0,5,0.8619
R0505,Struggling Expat,37,2,2,4,2,1,4,0,0,1,0,1,0,1,5,3,5,3,2,4,4,5,5,4,4,3,4,4,3,4,4,1,5,3,30,2,3.88,1.0,3.67,4.14,6.96,3.0,2,0.4719
R0506,Tech-Savvy Millennial,29,3,3,4,3,2,4,0,0,0,0,1,1,1,3,2,3,3,3,4,4,5,4,4,5,3,8,5,5,5,3,5,10,1,50,4,3.25,1.0,4.67,3.72,5.9,6.0,4,0.8019
R0507,High-Earning Nomad,40,3,3,5,4,1,2,1,1,0,0,1,1,1,3,3,3,3,3,3,3,5,4,2,5,2,6,3,3,3,5,3,8,2,80,4,3.0,6.0,4.0,4.1,5.0,9.0,3,0.625
R0508,Cautious Saver,40,3,5,4,2,3,2,0,1,0,0,1,0,0,1,2,2,4,3,2,4,3,4,4,2,3,8,3,2,5,2,4,7,2,30,3,2.62,4.0,3.17,2.91,4.84,5.0,3,0.6819
R0509,High-Earning Nomad,44,5,4,4,4,1,3,0,0,0,1,1,1,0,4,4,3,4,5,2,5,4,4,4,4,2,7,3,5,5,3,4,6,2,50,4,3.62,1.0,4.33,4.41,6.64,6.0,3,0.7131
R0510,Cautious Saver,39,3,5,4,2,2,3,0,0,1,1,0,1,0,2,3,3,1,2,2,2,4,5,4,3,2,7,3,4,4,4,4,8,3,30,4,2.38,1.0,3.83,3.09,3.96,4.0,4,0.6781
R0511,Struggling Expat,31,3,4,2,2,1,4,1,1,1,1,1,1,1,4,4,5,4,4,4,4,4,5,5,3,3,5,5,3,5,4,5,5,3,30,3,3.88,5.0,4.33,4.14,6.96,9.0,4,0.6281
R0512,Senior Finance Pro,43,5,4,5,3,3,3,0,1,1,0,1,1,1,3,4,3,2,1,2,3,2,5,4,5,2,7,5,5,2,6,3,8,2,80,3,2.62,4.0,4.0,3.11,4.04,9.0,5,0.675
R0513,High-Earning Nomad,37,2,5,3,4,2,2,0,1,0,1,1,0,1,4,3,3,3,3,1,4,5,4,3,5,2,9,4,3,4,5,10,9,1,80,3,2.88,4.0,3.67,3.74,4.76,8.0,4,0.8569
R0514,High-Earning Nomad,42,3,5,5,3,2,2,1,1,0,1,1,0,1,4,3,4,3,2,2,4,4,3,4,4,1,6,3,4,3,5,2,8,1,80,3,3.0,6.0,3.67,3.6,5.0,9.0,4,0.5869
R0515,Tech-Savvy Millennial,31,2,4,4,3,1,2,1,1,1,0,0,0,0,4,3,4,3,2,3,5,4,3,3,3,3,8,4,4,3,5,6,8,2,30,2,3.25,6.0,4.0,4.03,5.5,8.0,0,0.77
R0516,Tech-Savvy Millennial,27,5,3,2,2,1,2,0,0,0,1,0,0,1,2,3,4,4,2,3,5,3,3,4,3,2,6,4,4,4,4,4,8,1,50,2,3.5,1.0,3.67,3.95,6.2,3.0,2,0.6169
R0517,Senior Finance Pro,45,3,5,4,3,3,3,1,0,0,1,1,0,1,3,4,3,5,2,2,4,3,3,5,4,3,4,2,4,3,3,7,10,4,50,3,3.12,3.0,3.5,3.36,5.64,6.0,4,0.55
R0518,Cautious Saver,44,3,3,3,3,2,2,0,0,0,1,1,0,1,2,3,2,3,2,4,4,3,3,5,3,3,4,3,1,4,5,4,5,4,50,2,2.75,1.0,3.17,3.48,4.5,4.0,3,0.4819
R0519,High-Earning Nomad,34,4,3,4,4,4,2,1,0,0,1,0,1,1,1,4,2,2,2,2,4,5,5,4,5,1,6,4,4,5,5,5,6,1,50,3,2.25,3.0,4.17,2.82,3.5,9.0,4,0.6669
R0520,Tech-Savvy Millennial,30,2,3,3,3,1,2,1,0,1,1,1,0,0,3,4,2,2,3,2,5,4,4,4,3,2,6,5,3,5,2,6,8,2,30,2,2.88,3.0,4.0,3.84,5.36,5.0,4,0.67
R0521,Struggling Expat,42,2,3,3,3,2,4,0,0,0,0,0,0,0,4,2,5,4,4,3,5,5,5,5,3,2,6,5,5,3,2,4,5,3,30,2,3.88,0.0,4.33,4.04,7.36,3.0,1,0.6631
R0522,Senior Finance Pro,43,3,5,3,2,2,2,1,0,0,1,0,0,1,2,2,3,5,2,3,4,3,5,5,5,3,8,5,2,4,4,5,8,2,50,2,3.0,3.0,3.5,3.4,5.2,5.0,3,0.72
R0523,High-Earning Nomad,36,3,3,2,4,1,3,1,0,0,1,1,1,0,3,4,3,2,2,4,5,5,3,4,5,2,6,5,3,4,5,5,5,1,80,2,3.0,3.0,3.83,4.1,5.0,8.0,5,0.6431
R0524,Cautious Saver,39,2,4,5,3,3,2,0,0,0,1,0,1,0,3,3,1,3,3,2,3,3,5,4,4,2,6,3,3,4,6,4,7,3,30,3,2.75,1.0,3.5,3.18,4.3,5.0,3,0.605
R0525,Cautious Saver,37,1,3,2,3,3,3,0,0,0,1,0,0,0,3,4,2,1,2,2,3,5,5,4,4,3,7,3,3,5,4,5,8,2,50,3,2.75,1.0,4.0,3.18,4.7,3.0,3,0.705
R0526,Struggling Expat,37,4,3,4,3,1,4,0,1,0,1,0,1,1,3,4,4,3,4,5,5,5,4,4,2,3,6,5,4,4,3,6,6,3,10,2,4.0,4.0,4.33,4.4,7.4,9.0,5,0.6931
R0527,Senior Finance Pro,44,5,3,4,4,3,4,1,0,0,1,1,0,1,1,1,3,1,2,2,3,4,5,4,5,3,6,3,5,2,3,2,4,3,80,2,2.0,3.0,3.5,2.94,3.4,7.0,4,0.575
R0528,Tech-Savvy Millennial,27,3,4,2,3,2,2,1,1,0,1,0,1,1,2,4,3,3,2,5,5,5,4,3,3,2,6,4,4,4,5,4,10,4,80,3,3.38,6.0,4.17,3.79,5.76,9.0,5,0.6519
R0529,Tech-Savvy Millennial,35,3,4,4,2,1,2,1,0,0,0,0,1,1,4,3,4,3,3,4,5,4,5,3,4,2,5,5,4,4,5,3,7,1,30,2,3.62,3.0,4.5,4.01,6.24,7.0,3,0.61
R0530,High-Earning Nomad,44,2,3,5,4,2,5,0,0,0,0,0,0,1,2,4,4,2,2,3,4,5,3,4,5,1,10,3,3,4,10,7,10,2,150,5,2.88,1.0,4.0,3.74,3.76,5.0,1,0.885
R0531,Cautious Saver,40,3,3,4,3,2,3,0,1,0,1,1,0,0,3,3,3,2,2,3,5,3,5,3,2,2,6,2,4,4,5,5,7,2,30,1,2.75,3.0,3.5,3.48,4.5,6.0,4,0.62
R0532,High-Earning Nomad,38,5,5,1,3,3,4,0,0,0,1,0,0,0,3,3,3,2,1,3,5,4,3,5,5,2,8,5,4,5,2,3,9,1,150,1,2.75,1.0,4.17,3.18,5.1,3.0,2,0.7369
R0533,High-Earning Nomad,42,3,3,4,4,1,3,0,0,0,1,1,0,1,4,3,4,3,3,3,4,5,3,5,4,1,8,4,2,5,4,4,9,1,80,4,3.5,1.0,3.67,4.35,6.2,5.0,5,0.7169
R0534,Struggling Expat,45,2,1,5,3,1,4,0,0,1,1,0,0,0,4,3,5,4,3,4,4,4,4,4,4,3,4,4,4,4,3,2,7,4,10,2,4.12,1.0,4.17,4.46,7.64,3.0,3,0.5219
R0535,Cautious Saver,48,3,5,5,2,2,3,0,0,0,0,0,1,1,2,1,3,3,1,1,3,4,5,5,2,3,5,3,3,2,5,2,7,3,50,3,2.0,1.0,3.17,2.84,3.0,5.0,3,0.5019
R0536,High-Earning Nomad,38,4,5,4,4,1,2,1,0,0,1,0,1,1,4,3,4,4,3,4,4,4,4,4,4,1,7,2,5,4,3,7,9,4,80,3,3.75,3.0,3.5,4.47,6.9,9.0,3,0.7
R0537,Cautious Saver,42,2,3,2,4,3,3,1,1,0,1,1,0,1,2,2,2,3,1,2,3,3,5,3,3,4,6,3,2,4,6,3,6,3,30,4,2.38,6.0,3.17,3.19,3.56,9.0,4,0.5669
R0538,Tech-Savvy Millennial,29,3,3,3,3,2,1,0,0,0,1,0,0,1,4,3,2,1,3,3,5,5,4,4,4,1,8,4,4,5,5,9,9,1,50,4,2.75,1.0,4.0,3.48,4.5,4.0,3,0.815
R0539,Senior Finance Pro,40,3,4,2,3,2,2,0,0,0,1,1,0,1,1,4,3,2,2,1,4,5,4,5,4,3,4,3,3,3,5,2,10,1,80,5,2.25,1.0,3.17,3.22,3.5,4.0,5,0.4519
R0540,Tech-Savvy Millennial,27,3,3,3,2,2,1,0,1,0,0,0,1,0,3,2,4,3,3,3,5,4,4,3,4,1,9,3,4,3,4,5,10,2,50,2,3.25,4.0,3.67,3.52,5.7,7.0,2,0.7819
R0541,High-Earning Nomad,38,5,3,3,5,1,3,0,0,1,1,1,1,1,2,3,5,3,2,3,5,5,4,5,5,2,9,3,4,5,3,8,7,2,80,1,3.38,1.0,3.83,4.49,6.16,8.0,5,0.8381
R0542,Struggling Expat,36,3,2,4,3,1,4,0,1,1,1,1,0,1,5,3,5,3,2,3,4,4,5,3,3,1,6,4,3,4,4,3,3,4,10,1,3.75,4.0,3.83,4.28,6.7,7.0,4,0.6131
R0543,Tech-Savvy Millennial,36,3,4,1,3,1,2,0,1,0,1,1,1,1,1,4,3,3,2,2,5,5,3,3,3,3,10,3,4,4,5,3,7,2,30,2,3.0,4.0,3.67,3.9,5.0,9.0,4,0.8019
R0544,Struggling Expat,30,5,1,2,3,1,4,0,0,1,0,0,0,0,5,5,4,3,2,5,3,2,5,5,2,2,5,5,3,3,4,4,5,3,10,3,4.12,1.0,3.33,4.46,7.44,3.0,0,0.5431
R0545,Struggling Expat,37,2,2,4,3,1,3,1,0,0,1,0,0,1,4,3,5,2,3,3,4,4,5,5,2,4,6,4,3,4,3,7,5,3,30,4,3.75,3.0,4.17,4.28,6.9,6.0,3,0.6969
R0546,Senior Finance Pro,46,5,4,3,3,1,2,1,0,0,1,0,1,0,2,3,3,1,1,2,4,5,4,5,5,4,5,4,4,5,4,1,9,2,80,2,2.25,3.0,4.0,3.52,3.7,7.0,3,0.545
R0547,Tech-Savvy Millennial,30,3,3,4,3,2,3,1,1,1,0,0,0,1,2,2,4,1,3,3,5,4,4,3,4,2,9,5,4,3,4,7,6,2,80,2,2.88,6.0,4.5,3.54,4.96,9.0,3,0.87
R0548,Struggling Expat,37,5,4,4,3,1,4,1,0,0,1,1,1,1,3,4,4,3,3,3,4,4,5,5,3,2,6,5,4,3,3,6,6,3,10,2,3.75,3.0,4.0,4.28,6.9,8.0,5,0.67
R0549,Struggling Expat,34,5,2,4,2,1,2,0,0,0,1,0,0,0,4,3,5,4,4,4,3,5,4,5,3,1,6,3,5,2,2,4,6,3,30,2,4.12,1.0,3.83,4.26,7.84,2.0,1,0.6281
R0550,Cautious Saver,41,2,4,4,2,1,1,1,0,0,0,0,0,0,2,3,3,3,2,2,4,4,4,4,2,4,6,2,3,4,7,6,8,4,30,2,2.5,3.0,3.0,3.45,3.6,4.0,1,0.6
R0551,Struggling Expat,33,5,3,3,2,1,3,0,0,1,1,1,0,1,4,5,5,3,4,5,5,3,5,4,4,3,6,4,4,4,6,4,5,3,10,3,4.38,1.0,4.0,4.39,7.56,3.0,5,0.64
R0552,Cautious Saver,43,4,2,5,2,1,3,0,0,0,1,0,0,0,4,3,4,3,3,2,3,4,5,4,3,3,7,3,4,3,5,4,4,1,50,2,3.38,1.0,3.67,3.89,5.76,2.0,1,0.6669
R0553,Struggling Expat,38,3,2,4,2,1,5,1,1,0,1,0,0,1,5,4,4,4,4,5,4,4,5,5,3,3,2,3,4,5,3,1,4,4,30,2,4.5,6.0,4.17,4.45,8.4,8.0,2,0.4069
R0554,Struggling Expat,33,2,2,4,3,1,3,0,0,1,1,1,0,0,5,5,5,5,5,5,4,5,4,5,4,1,10,5,4,4,3,5,10,3,10,2,3.5,1.0,4.0,4.15,6.4,3.0,3,0.855
R0555,High-Earning Nomad,35,5,4,3,4,1,3,1,1,0,0,0,1,1,2,4,5,3,2,3,5,3,4,5,4,2,7,4,3,3,5,5,8,1,150,2,3.12,6.0,3.5,4.16,5.24,9.0,3,0.67
R0556,Senior Finance Pro,48,5,5,3,3,2,4,0,1,1,0,1,0,1,3,2,3,1,3,2,3,4,4,5,4,2,6,2,3,3,5,4,8,4,80,4,2.38,4.0,3.0,3.29,3.76,7.0,3,0.57
R0557,Tech-Savvy Millennial,33,2,4,2,3,1,2,0,1,0,1,1,0,1,2,4,3,4,3,4,4,5,4,3,3,2,9,3,5,4,5,8,7,1,50,2,3.5,4.0,3.67,4.15,6.0,7.0,3,0.8269
R0558,Tech-Savvy Millennial,32,5,3,1,3,1,3,0,1,0,1,1,0,0,3,3,3,2,2,3,5,5,4,3,3,1,9,4,4,3,6,8,7,1,50,3,3.12,4.0,3.83,3.96,5.04,6.0,3,0.8381
R0559,Cautious Saver,40,2,3,3,2,3,3,0,1,0,0,1,0,1,3,3,3,1,1,2,3,3,4,3,3,2,5,4,4,5,1,3,1,2,30,2,2.38,4.0,3.67,2.81,4.56,6.0,3,0.5519
R0560,Struggling Expat,40,2,2,5,2,1,3,0,0,0,0,1,0,1,4,3,4,4,3,3,4,4,5,4,3,1,7,4,3,4,1,3,6,3,10,2,3.5,1.0,3.83,3.95,6.8,3.0,3,0.6631
R0561,Cautious Saver,39,3,4,5,2,3,2,0,0,0,1,1,1,1,2,2,2,3,3,3,4,3,5,3,3,3,6,5,5,4,5,6,5,1,30,3,2.75,1.0,4.33,2.98,4.5,5.0,4,0.6931
R0562,Tech-Savvy Millennial,28,3,3,2,3,2,2,0,0,0,1,1,0,0,3,2,4,5,2,2,3,4,5,4,4,3,7,4,5,4,4,8,10,4,50,6,3.0,1.0,3.67,3.6,5.2,3.0,3,0.7269
R0563,Tech-Savvy Millennial,28,3,3,3,2,2,2,1,0,0,1,0,1,0,1,2,5,3,2,4,5,4,4,3,4,2,9,5,3,5,6,4,7,2,30,1,3.0,3.0,4.17,3.4,4.8,6.0,2,0.8019
R0564,Tech-Savvy Millennial,31,1,2,3,2,4,3,1,1,1,1,1,1,1,5,3,1,3,3,3,4,5,5,5,3,2,6,4,4,5,6,3,4,2,30,2,2.75,6.0,4.67,2.81,4.3,9.0,4,0.6719
R0565,Senior Finance Pro,47,5,5,5,4,2,3,1,1,0,0,0,0,0,2,2,2,2,2,2,3,4,3,3,4,2,4,5,5,4,5,6,8,4,50,3,2.12,6.0,4.17,3.36,3.24,9.0,0,0.5819
R0566,Struggling Expat,31,1,4,4,2,1,1,0,0,0,1,1,0,1,3,4,5,3,3,5,5,5,5,4,2,2,4,4,3,5,3,2,7,3,10,3,4.12,1.0,4.17,4.26,7.64,3.0,4,0.5219
R0567,Senior Finance Pro,39,2,4,5,3,1,1,0,0,0,1,1,1,1,2,2,2,1,2,2,3,4,5,4,5,3,5,4,5,3,3,7,8,2,80,4,2.25,0.0,3.83,3.52,3.9,6.0,5,0.6231
R0568,Senior Finance Pro,43,2,4,2,3,1,1,1,1,0,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,2,6,3,3,3,6,4,4,1,150,2,2.5,6.0,3.67,3.65,3.8,9.0,4,0.6169
R0569,High-Earning Nomad,33,3,3,2,4,1,3,0,0,0,0,1,0,1,2,3,4,4,3,3,4,5,4,4,5,2,6,3,4,5,4,5,10,1,50,2,3.38,1.0,4.0,4.29,5.96,5.0,4,0.655
R0570,Senior Finance Pro,37,5,4,1,3,2,2,0,0,0,1,1,1,1,2,3,2,2,2,4,5,4,4,4,4,3,6,5,3,5,5,2,4,3,150,2,3.0,1.0,4.0,3.6,5.0,6.0,5,0.61
