Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,KMeans_Label,Cluster_Name
R0101,Tech-Savvy Millennial,30,2,2,3,2,1,1,1,1,1,0,1,0,0,3,4,4,2,3,2,5,5,5,3,3,2,9,4,4,3,5,9,6,3,30,4,3.12,6.0,3.5,3.76,5.24,7.0,3,0.83,0,Digital-First Millennials
R0102,Struggling Expat,34,3,2,2,3,1,4,1,0,0,0,0,1,0,3,4,4,2,4,4,3,4,5,5,2,2,5,5,5,4,3,4,5,4,30,2,3.75,3.0,4.17,4.28,6.9,7.0,2,0.6019,3,Budget-Conscious Expats
R0103,Senior Finance Pro,51,5,5,5,4,1,2,1,0,0,1,1,0,1,3,2,2,2,2,2,4,4,5,3,5,3,4,3,4,3,5,2,0,3,150,3,2.38,3.0,3.67,3.79,3.76,7.0,5,0.4869,1,High-Value Nomads
R0104,Struggling Expat,31,3,3,2,3,1,3,0,0,1,1,1,1,1,3,4,3,3,3,5,3,5,3,5,3,1,3,4,4,3,1,2,7,3,30,2,3.88,1.0,3.67,4.34,7.56,6.0,4,0.4369,3,Budget-Conscious Expats
R0105,High-Earning Nomad,41,4,4,5,4,1,4,1,0,0,1,0,1,0,2,4,3,4,3,2,3,5,4,4,5,3,1,3,3,5,4,1,7,1,80,2,3.25,3.0,3.67,4.22,5.7,8.0,3,0.3219,2,High-Value Nomads
R0106,Tech-Savvy Millennial,32,3,2,1,3,1,3,1,1,0,1,0,0,1,2,2,3,2,3,2,3,3,3,4,4,3,7,4,4,4,4,3,7,1,80,2,2.75,6.0,3.83,3.78,4.7,9.0,4,0.6631,0,Digital-First Millennials
R0107,Senior Finance Pro,46,3,3,3,3,3,1,0,0,0,1,0,1,0,2,1,2,1,1,3,2,5,5,4,4,2,7,3,3,3,1,1,8,1,80,4,2.0,0.0,3.83,2.81,3.8,5.0,3,0.6331,1,High-Value Nomads
R0108,Cautious Saver,42,2,3,3,2,1,2,0,0,0,1,1,0,1,4,2,2,3,1,2,3,2,5,4,4,3,5,4,3,3,4,5,2,1,50,4,2.62,1.0,3.0,3.51,4.44,3.0,4,0.535,4,Finance Professionals
R0109,Tech-Savvy Millennial,36,3,5,3,4,1,2,0,0,0,0,1,0,1,4,2,4,3,3,2,4,3,4,4,3,2,6,4,4,4,4,3,8,2,50,1,3.25,1.0,4.0,4.22,5.7,5.0,3,0.625,4,Finance Professionals
R0110,Tech-Savvy Millennial,30,2,5,2,4,3,2,0,1,1,1,1,1,1,3,2,4,4,3,5,5,3,3,3,2,1,6,4,2,5,3,6,6,4,30,2,3.5,4.0,4.0,3.75,6.4,9.0,5,0.67,0,Digital-First Millennials
R0111,Senior Finance Pro,44,3,5,4,3,3,1,0,0,1,1,1,0,1,2,2,2,2,1,2,4,4,4,4,4,1,7,3,3,5,6,5,9,1,50,2,2.12,0.0,3.5,2.86,3.04,4.0,4,0.67,1,High-Value Nomads
R0112,Tech-Savvy Millennial,31,2,2,4,4,2,3,1,0,1,1,1,1,1,2,3,3,5,3,4,4,4,4,3,5,3,7,3,5,3,4,5,0,4,50,3,3.5,3.0,4.17,4.05,6.2,9.0,6,0.7169,0,Digital-First Millennials
R0113,High-Earning Nomad,51,3,3,5,4,2,4,1,1,1,1,0,1,1,3,4,2,1,3,4,3,5,3,3,5,2,7,5,4,4,5,5,8,5,0,2,3.0,6.0,4.17,3.8,5.0,9.0,4,0.7169,2,High-Value Nomads
R0114,Cautious Saver,32,2,4,3,2,2,3,0,0,1,0,0,1,1,4,4,3,1,3,2,3,3,5,4,4,2,7,4,4,5,7,4,4,1,30,3,2.88,1.0,4.0,3.34,4.36,5.0,2,0.69,4,Finance Professionals
R0115,Struggling Expat,34,3,3,1,2,1,5,0,0,0,0,1,1,1,5,4,5,3,5,3,4,5,3,4,3,3,7,5,3,4,3,3,3,4,30,2,4.38,1.0,3.83,4.39,8.16,5.0,3,0.6631,3,Budget-Conscious Expats
R0116,High-Earning Nomad,32,5,4,4,4,1,3,1,1,0,1,1,0,0,2,4,3,3,4,3,5,4,5,3,4,2,6,3,4,5,8,4,8,4,150,3,3.25,6.0,3.5,4.22,4.9,9.0,4,0.605,2,High-Value Nomads
R0117,Cautious Saver,43,2,3,2,3,1,3,1,0,0,1,1,1,0,3,3,2,4,2,3,3,4,5,3,3,3,6,1,2,4,6,2,5,2,50,3,3.0,3.0,3.0,3.9,4.8,7.0,4,0.54,4,Finance Professionals
R0118,Tech-Savvy Millennial,31,2,2,4,3,1,3,1,0,0,0,1,0,0,3,3,4,4,4,2,5,5,3,3,4,2,7,3,5,4,4,6,7,2,30,4,3.5,3.0,4.0,4.15,6.2,5.0,2,0.72,0,Digital-First Millennials
R0119,High-Earning Nomad,46,3,5,4,5,1,4,0,0,1,0,0,0,0,5,4,4,1,3,4,4,4,4,5,5,1,10,4,5,4,5,8,7,3,50,4,3.38,1.0,3.5,4.49,5.76,5.0,0,0.865,2,High-Value Nomads
R0120,Struggling Expat,33,4,3,3,3,1,3,1,1,1,1,1,0,1,3,3,5,4,3,4,4,5,3,5,2,1,4,5,4,3,3,2,4,2,10,2,3.75,6.0,4.33,4.28,6.9,9.0,3,0.5331,3,Budget-Conscious Expats
R0121,Cautious Saver,40,3,3,4,2,1,3,0,0,1,0,1,0,1,3,2,2,3,1,2,4,3,5,5,4,3,2,4,2,4,4,2,5,3,50,2,2.25,1.0,3.5,3.32,3.7,3.0,4,0.375,4,Finance Professionals
R0122,High-Earning Nomad,31,3,5,4,4,1,2,0,1,0,1,0,1,1,3,4,3,5,3,2,5,5,3,4,5,2,5,4,5,5,4,5,6,1,80,3,3.38,4.0,4.33,4.29,5.96,9.0,3,0.6281,2,High-Value Nomads
R0123,Senior Finance Pro,41,2,4,2,4,2,3,0,1,0,1,0,1,0,1,3,3,2,2,3,4,5,3,5,4,1,7,2,5,4,4,2,9,3,50,3,2.38,4.0,3.83,3.49,3.96,9.0,3,0.6481,1,High-Value Nomads
R0124,Tech-Savvy Millennial,32,3,4,3,3,2,2,1,1,1,0,1,1,1,3,2,3,2,2,2,3,4,4,4,5,2,4,5,5,3,4,2,10,2,50,2,2.88,6.0,4.33,3.54,4.96,9.0,4,0.5331,0,Digital-First Millennials
R0125,Tech-Savvy Millennial,31,5,5,2,2,2,1,1,1,0,0,0,0,1,1,2,4,3,3,3,3,4,4,2,5,2,7,5,5,4,4,5,7,2,50,1,2.75,6.0,4.0,3.28,4.7,8.0,2,0.705,0,Digital-First Millennials
R0126,Senior Finance Pro,39,5,3,5,3,1,2,1,0,0,1,0,1,1,1,2,3,2,3,4,4,4,5,4,4,3,5,3,4,3,6,4,7,4,80,2,2.38,2.0,3.5,3.59,3.56,8.0,5,0.555,1,High-Value Nomads
R0127,Cautious Saver,41,3,3,5,3,2,3,0,1,0,1,0,0,1,3,2,3,3,3,2,4,5,5,3,2,3,5,3,3,5,5,3,7,3,10,4,2.62,4.0,3.17,3.41,4.24,7.0,2,0.5169,4,Finance Professionals
R0128,High-Earning Nomad,42,2,4,4,5,3,2,0,0,1,1,0,0,1,3,4,3,3,2,2,4,5,4,3,5,1,6,3,3,4,4,5,8,1,150,4,3.12,0.0,3.17,3.76,5.44,6.0,3,0.5969,2,High-Value Nomads
R0129,Tech-Savvy Millennial,34,2,4,3,3,2,2,1,1,0,0,0,0,1,3,3,3,4,4,1,5,3,3,3,4,4,6,4,5,4,5,6,4,1,80,3,3.25,6.0,4.33,3.72,5.5,9.0,1,0.6931,0,Digital-First Millennials
R0130,Struggling Expat,35,1,3,5,3,1,4,0,0,0,1,0,0,0,5,4,5,2,2,4,5,5,4,4,3,2,4,5,3,4,4,3,6,2,10,1,4.0,1.0,4.0,4.4,7.2,3.0,1,0.525,3,Budget-Conscious Expats
R0131,Senior Finance Pro,40,3,3,4,4,2,2,0,1,1,0,0,0,0,2,3,2,2,1,3,3,4,5,5,4,2,6,4,3,4,5,6,10,1,50,3,2.38,3.0,3.5,3.49,3.76,7.0,0,0.635,1,High-Value Nomads
R0132,Tech-Savvy Millennial,29,2,3,2,3,1,2,1,0,1,0,0,0,1,3,4,4,3,2,4,3,4,5,3,3,2,5,4,4,4,3,4,6,2,30,2,3.38,3.0,3.67,4.09,6.16,6.0,1,0.5669,4,Finance Professionals
R0133,Tech-Savvy Millennial,34,2,3,4,2,1,3,1,0,0,0,1,0,0,2,3,4,3,3,2,5,4,3,4,4,2,5,3,4,5,6,3,5,2,150,2,2.88,3.0,3.67,3.64,4.56,4.0,2,0.5519,4,Finance Professionals
R0134,Senior Finance Pro,41,3,3,5,3,2,3,0,1,0,1,0,0,1,2,4,2,3,4,3,3,4,4,5,3,3,6,5,4,5,5,4,7,3,80,3,3.25,3.0,4.5,3.72,5.5,7.0,2,0.675,4,Finance Professionals
R0135,High-Earning Nomad,45,5,5,2,4,1,3,1,0,1,1,1,0,1,5,5,4,3,3,2,3,4,4,3,5,1,5,4,4,4,7,3,6,1,80,2,3.5,3.0,4.0,4.35,5.6,7.0,4,0.575,2,High-Value Nomads
R0136,Senior Finance Pro,44,4,3,5,3,3,1,1,0,0,1,0,0,0,2,2,3,5,2,3,4,4,3,4,4,3,5,4,4,4,5,4,7,4,150,2,2.75,2.0,3.33,3.18,4.5,5.0,2,0.5431,4,Finance Professionals
R0137,Struggling Expat,35,3,4,3,3,1,4,0,0,0,1,0,1,1,2,4,4,5,4,3,4,5,4,5,3,2,2,4,3,4,4,3,5,3,10,2,4.0,1.0,4.0,4.4,7.2,6.0,4,0.425,3,Budget-Conscious Expats
R0138,Cautious Saver,51,3,4,2,2,2,3,1,0,1,1,1,1,1,4,1,4,3,2,3,3,4,5,4,4,2,5,4,4,3,5,5,8,5,0,2,2.75,2.0,3.67,3.28,4.5,7.0,6,0.5819,4,Finance Professionals
R0139,Senior Finance Pro,46,2,5,5,3,1,3,1,1,1,0,1,0,1,1,4,2,1,2,1,4,5,3,4,4,1,3,5,4,5,6,3,0,2,80,5,2.0,6.0,4.33,3.34,3.0,9.0,2,0.4981,1,High-Value Nomads
R0140,High-Earning Nomad,42,4,3,4,3,1,3,0,0,0,1,1,0,1,2,5,3,2,3,4,4,4,4,3,4,3,6,4,4,4,5,6,6,3,80,4,3.38,1.0,4.0,4.09,5.76,4.0,4,0.67,2,High-Value Nomads
R0141,High-Earning Nomad,34,3,4,2,3,1,1,0,0,0,1,0,0,1,3,4,4,3,4,2,5,4,4,4,4,2,9,4,5,5,4,6,8,1,80,3,3.25,1.0,4.0,4.03,5.7,4.0,3,0.82,0,Digital-First Millennials
R0142,Tech-Savvy Millennial,30,3,2,3,3,1,1,1,1,0,1,0,0,1,2,2,3,2,4,3,5,5,4,4,4,2,7,5,4,5,5,6,9,1,30,2,2.88,6.0,4.5,3.84,4.76,9.0,4,0.755,0,Digital-First Millennials
R0143,Struggling Expat,35,2,4,4,3,1,4,1,0,0,0,1,0,1,3,4,5,3,5,5,3,5,5,5,4,2,4,5,4,5,4,1,5,3,10,2,4.38,3.0,4.17,4.59,7.96,6.0,3,0.5069,3,Budget-Conscious Expats
R0144,Senior Finance Pro,43,5,4,5,3,2,2,0,0,0,1,1,1,1,3,2,4,2,2,2,5,3,4,5,3,4,6,2,4,4,5,5,10,2,80,3,2.75,1.0,3.5,3.48,4.5,6.0,5,0.62,1,High-Value Nomads
R0145,Senior Finance Pro,46,3,3,5,3,2,3,0,1,1,1,1,0,1,2,3,3,2,2,1,5,4,4,4,5,3,6,3,2,5,5,5,6,4,150,1,2.25,4.0,3.33,3.22,3.5,7.0,4,0.6081,1,High-Value Nomads
R0146,Tech-Savvy Millennial,31,2,3,4,3,1,2,1,1,1,1,1,0,0,3,4,3,2,2,4,5,4,4,3,5,1,7,5,3,5,5,4,2,1,50,6,3.0,6.0,4.17,3.9,5.0,8.0,4,0.7019,0,Digital-First Millennials
R0147,Struggling Expat,33,5,3,1,2,1,3,0,0,1,1,1,0,1,5,5,5,3,2,4,5,5,5,3,2,1,1,5,4,4,2,1,3,2,30,2,4.12,0.0,4.17,4.26,7.84,3.0,4,0.3569,3,Budget-Conscious Expats
R0148,Struggling Expat,40,1,1,4,2,1,3,0,0,0,0,0,0,1,4,3,5,4,4,4,3,5,5,5,3,3,3,5,4,5,4,2,5,3,50,2,4.12,1.0,4.5,4.26,7.44,3.0,2,0.495,3,Budget-Conscious Expats
R0149,Tech-Savvy Millennial,32,3,3,4,3,1,1,0,1,0,1,1,0,1,4,3,3,4,3,1,5,5,4,3,4,1,7,4,3,4,3,8,10,2,30,2,3.12,4.0,3.5,3.96,5.64,7.0,3,0.715,0,Digital-First Millennials
R0150,Tech-Savvy Millennial,31,3,2,2,3,1,2,1,0,0,1,1,0,1,3,3,3,3,1,3,5,5,3,3,3,2,9,4,4,3,5,7,8,2,50,1,2.88,3.0,4.0,3.84,4.76,6.0,5,0.835,0,Digital-First Millennials
R0151,High-Earning Nomad,40,5,5,4,5,2,2,0,0,1,1,1,1,0,4,4,3,4,1,3,4,5,3,5,5,2,9,3,5,4,10,2,8,1,80,2,3.38,1.0,4.0,4.19,4.76,7.0,4,0.76,2,High-Value Nomads
R0152,Tech-Savvy Millennial,34,5,5,4,4,2,2,0,0,1,1,0,1,0,2,2,4,4,3,3,4,5,3,3,4,2,7,3,4,4,4,3,6,1,80,3,2.88,1.0,3.83,3.74,4.96,6.0,4,0.6631,2,High-Value Nomads
R0153,Tech-Savvy Millennial,37,5,3,3,3,1,2,0,0,0,1,0,1,1,2,3,3,3,1,2,4,4,3,3,4,2,6,3,3,3,6,4,7,3,50,6,2.5,1.0,3.5,3.65,3.8,6.0,4,0.605,1,High-Value Nomads
R0154,Struggling Expat,42,1,3,5,3,1,3,0,0,1,1,0,0,0,3,5,4,4,4,3,4,4,5,4,2,3,7,2,4,4,3,3,5,3,10,3,4.12,1.0,3.83,4.46,7.64,3.0,2,0.6631,3,Budget-Conscious Expats
R0155,High-Earning Nomad,43,5,4,4,4,1,4,0,0,0,0,0,1,1,2,3,4,5,4,2,5,4,4,5,5,2,6,5,3,4,5,4,7,4,150,3,3.62,1.0,4.0,4.41,6.24,7.0,3,0.64,2,High-Value Nomads
R0156,Tech-Savvy Millennial,30,3,5,3,2,1,2,1,0,1,0,0,0,0,3,2,3,4,2,2,4,4,4,3,4,3,6,4,3,3,4,5,9,3,50,4,2.88,3.0,3.83,3.64,4.96,4.0,1,0.6431,4,Finance Professionals
R0157,Struggling Expat,32,3,3,4,2,1,4,1,0,0,0,0,0,0,3,4,4,3,4,4,4,4,4,5,3,2,6,5,3,4,4,5,6,1,30,6,4.0,2.0,4.0,4.2,7.2,4.0,0,0.655,3,Budget-Conscious Expats
R0158,Cautious Saver,41,2,2,4,3,1,4,1,0,0,1,0,1,0,4,3,3,3,1,5,5,4,5,5,3,3,7,3,5,4,5,6,5,1,10,2,3.38,3.0,4.0,4.09,5.76,7.0,3,0.72,0,Digital-First Millennials
R0159,Tech-Savvy Millennial,39,3,5,2,4,1,3,1,1,0,1,1,0,0,2,3,3,3,2,4,5,4,3,5,3,2,8,5,5,3,5,3,10,3,30,2,2.88,6.0,4.33,4.04,4.76,9.0,4,0.7481,0,Digital-First Millennials
R0160,Cautious Saver,42,5,4,4,2,2,3,1,0,0,1,0,0,0,2,4,3,1,2,3,3,4,5,4,3,3,7,3,4,3,7,6,6,2,30,2,2.62,2.0,3.17,3.21,3.84,4.0,1,0.6619,4,Finance Professionals
R0161,Senior Finance Pro,48,5,5,5,4,2,2,0,1,0,0,0,1,1,2,3,3,5,1,3,4,5,3,4,4,2,5,2,4,4,8,4,8,1,30,3,3.0,4.0,3.17,3.8,4.4,9.0,3,0.5319,1,High-Value Nomads
R0162,Struggling Expat,36,2,3,4,3,1,4,1,0,0,1,1,0,1,2,5,4,4,2,4,5,5,5,5,3,2,6,4,3,4,4,8,3,4,10,2,3.88,3.0,3.17,4.34,6.96,6.0,4,0.6419,3,Budget-Conscious Expats
R0163,Struggling Expat,32,1,2,4,3,1,4,0,0,0,0,0,0,1,4,5,4,4,3,5,4,4,5,5,4,4,6,4,2,5,4,3,8,5,0,4,3.88,1.0,4.17,4.34,6.96,4.0,2,0.6369,3,Budget-Conscious Expats
R0164,Struggling Expat,35,2,2,4,2,2,4,1,0,0,1,0,0,1,4,5,5,4,2,2,4,4,4,5,3,2,3,5,5,4,3,3,9,3,10,3,4.0,3.0,4.17,3.9,7.4,5.0,4,0.4869,3,Budget-Conscious Expats
R0165,Tech-Savvy Millennial,33,5,4,2,3,3,3,1,0,0,0,1,0,0,4,3,3,3,3,3,4,3,3,4,4,2,5,5,3,4,6,3,10,1,50,2,3.38,3.0,3.83,3.49,5.56,5.0,1,0.5631,0,Digital-First Millennials
R0166,Cautious Saver,39,3,3,5,3,1,2,0,0,0,1,1,0,1,3,5,3,2,3,3,4,4,4,4,3,2,3,5,4,2,6,1,8,1,50,1,3.12,1.0,3.67,3.96,5.04,4.0,4,0.4219,4,Finance Professionals
R0167,Senior Finance Pro,41,3,4,5,4,2,3,1,1,1,0,0,0,0,1,3,2,1,5,2,3,2,5,5,4,3,5,4,3,3,5,5,8,2,150,3,2.5,6.0,3.67,3.55,4.0,9.0,0,0.5819,1,High-Value Nomads
R0168,Tech-Savvy Millennial,34,2,4,2,2,1,2,1,1,0,1,1,1,1,3,4,4,4,3,4,5,4,3,3,4,2,7,3,4,4,5,3,6,1,30,2,3.75,6.0,3.83,4.08,6.5,9.0,6,0.6631,0,Digital-First Millennials
R0169,Tech-Savvy Millennial,33,3,4,2,3,2,2,1,1,0,1,1,1,1,2,3,3,4,3,3,5,4,3,2,3,2,8,4,4,5,5,4,8,2,80,1,3.0,6.0,4.0,3.6,5.0,9.0,5,0.74,0,Digital-First Millennials
R0170,Struggling Expat,36,2,3,5,3,1,3,0,0,0,1,0,0,1,4,4,3,3,3,4,4,5,4,5,3,2,4,4,4,5,1,3,8,3,30,1,3.88,1.0,4.17,4.34,7.56,4.0,4,0.5369,3,Budget-Conscious Expats
R0171,Struggling Expat,31,5,4,4,1,1,4,1,0,1,0,0,0,0,4,5,5,2,3,5,3,4,5,5,3,2,5,3,3,3,2,3,5,1,10,2,4.0,3.0,3.5,4.0,7.6,3.0,2,0.54,3,Budget-Conscious Expats
R0172,Tech-Savvy Millennial,30,3,4,4,3,3,3,1,1,1,1,0,1,0,3,2,1,3,4,5,5,3,3,3,4,3,9,5,4,5,6,7,8,4,30,2,3.38,6.0,4.17,3.49,5.56,9.0,2,0.8469,0,Digital-First Millennials
R0173,Struggling Expat,36,2,3,5,3,1,4,0,1,0,0,1,0,1,5,4,4,1,5,4,5,5,3,4,3,2,5,4,3,3,1,4,4,1,30,2,4.12,4.0,3.67,4.46,8.04,7.0,2,0.5669,3,Budget-Conscious Expats
R0174,Tech-Savvy Millennial,29,3,2,3,4,2,2,1,1,1,1,1,0,1,3,3,3,1,3,3,5,5,4,4,3,2,6,4,4,5,3,4,10,2,80,1,3.0,6.0,4.0,3.8,5.4,9.0,4,0.64,0,Digital-First Millennials
R0175,Struggling Expat,31,1,2,3,3,1,4,0,0,0,1,0,1,1,3,3,5,4,3,4,3,4,5,5,4,3,6,4,5,4,5,1,5,4,30,4,3.88,1.0,3.83,4.34,6.76,6.0,5,0.5831,3,Budget-Conscious Expats
R0176,Tech-Savvy Millennial,28,5,3,2,4,2,3,1,0,0,0,1,0,1,3,3,3,2,2,3,5,3,4,4,3,2,8,5,5,4,2,6,4,5,0,6,3.0,3.0,4.5,3.8,5.6,7.0,2,0.805,0,Digital-First Millennials
R0177,Struggling Expat,30,2,1,1,2,1,3,0,0,0,0,0,1,0,4,4,5,4,4,4,5,5,4,5,4,3,6,4,2,5,3,5,5,1,30,4,4.38,1.0,3.67,4.39,8.16,4.0,2,0.6319,3,Budget-Conscious Expats
R0178,Senior Finance Pro,51,3,4,5,3,4,1,0,1,0,1,1,1,1,3,3,3,3,3,1,5,4,4,4,3,1,5,3,5,4,7,4,5,4,80,2,2.5,4.0,3.5,2.81,3.6,9.0,5,0.555,1,High-Value Nomads
R0179,High-Earning Nomad,32,3,4,3,4,3,4,1,1,0,1,0,0,1,3,4,3,4,3,3,5,4,4,3,5,1,5,5,5,5,4,1,10,1,80,4,3.5,6.0,4.17,3.75,6.2,9.0,2,0.5569,0,Digital-First Millennials
R0180,Tech-Savvy Millennial,29,3,3,3,3,2,2,1,1,0,0,0,0,1,1,3,3,4,3,5,5,4,5,4,4,2,5,3,2,5,4,3,8,1,80,2,3.5,6.0,3.33,3.85,6.2,9.0,2,0.5281,0,Digital-First Millennials
R0181,Senior Finance Pro,42,4,3,4,3,1,2,0,0,0,1,0,0,1,1,2,2,2,1,4,4,3,5,5,3,3,5,4,3,5,6,5,8,3,80,4,2.5,1.0,4.17,3.65,3.8,4.0,4,0.6169,4,Finance Professionals
R0182,Tech-Savvy Millennial,34,3,2,4,4,2,1,0,0,0,1,1,0,1,3,2,4,3,4,4,4,3,3,4,4,1,8,5,3,4,3,8,5,2,30,2,3.5,1.0,3.83,4.05,6.4,5.0,3,0.7881,0,Digital-First Millennials
R0183,High-Earning Nomad,35,3,5,2,4,1,3,0,1,0,0,0,0,0,4,4,2,2,3,1,5,4,3,3,5,3,6,4,4,5,5,4,8,1,50,3,2.88,4.0,4.33,4.04,4.76,7.0,0,0.6631,0,Digital-First Millennials
R0184,High-Earning Nomad,37,3,5,3,4,1,1,0,0,0,0,0,1,1,3,4,3,4,3,3,4,5,4,5,4,1,9,3,5,4,7,4,7,2,80,5,3.25,0.0,3.83,4.22,5.1,7.0,4,0.7781,2,High-Value Nomads
R0185,Tech-Savvy Millennial,33,2,2,2,4,1,1,1,1,0,0,1,0,0,3,4,3,4,4,4,5,3,4,4,4,2,7,5,3,4,4,4,7,3,50,2,3.62,5.0,4.0,4.41,6.44,9.0,3,0.69,0,Digital-First Millennials
R0186,Struggling Expat,32,3,4,2,3,1,4,1,1,0,1,1,0,1,3,3,4,3,5,3,4,5,5,3,4,2,5,4,3,5,3,2,4,3,10,4,3.75,5.0,4.0,4.28,6.9,9.0,4,0.56,3,Budget-Conscious Expats
R0187,Cautious Saver,33,2,4,4,3,1,3,0,0,1,1,1,0,0,3,3,3,2,2,3,4,4,5,5,4,3,5,1,3,4,7,4,6,2,50,2,3.12,1.0,3.17,3.96,4.84,3.0,3,0.5319,4,Finance Professionals
R0188,Struggling Expat,44,3,2,2,2,1,3,0,0,1,1,1,0,1,5,4,4,3,4,4,4,5,5,5,4,3,5,5,5,5,3,3,5,2,10,2,4.25,1.0,4.17,4.32,7.9,3.0,4,0.5869,3,Budget-Conscious Expats
R0189,Struggling Expat,34,4,4,2,3,1,3,0,0,0,1,1,0,1,5,3,4,3,3,4,3,5,5,5,3,1,5,4,3,4,3,3,6,4,30,2,4.0,1.0,4.0,4.4,7.4,4.0,5,0.575,3,Budget-Conscious Expats
R0190,Tech-Savvy Millennial,31,5,3,3,3,1,1,0,0,1,0,1,0,1,3,4,4,4,3,3,4,4,3,5,4,2,10,3,4,4,5,4,7,2,150,2,3.25,1.0,4.0,4.03,5.5,4.0,2,0.84,2,High-Value Nomads
R0191,Tech-Savvy Millennial,29,3,4,3,3,1,2,1,0,0,1,1,0,1,2,4,4,2,1,3,4,3,4,4,4,3,7,5,3,3,5,3,9,3,50,2,2.88,3.0,4.0,3.84,4.76,6.0,4,0.675,0,Digital-First Millennials
R0192,High-Earning Nomad,42,3,3,2,3,1,3,0,0,0,1,1,0,1,5,5,5,5,5,5,5,5,4,4,4,1,10,3,4,4,1,5,10,3,80,3,2.88,1.0,4.33,3.84,5.56,4.0,4,0.8781,2,High-Value Nomads
R0193,High-Earning Nomad,38,2,3,5,4,1,2,0,1,0,1,0,1,1,4,3,4,3,4,4,3,4,3,4,4,2,7,4,4,5,3,4,6,2,150,2,3.75,4.0,3.83,4.47,6.9,9.0,5,0.6781,2,High-Value Nomads
R0194,Struggling Expat,40,3,2,5,2,2,3,0,0,1,0,1,1,1,4,4,4,3,5,4,3,4,4,4,3,4,6,5,3,4,3,4,5,4,30,2,4.25,1.0,3.83,4.03,7.9,5.0,4,0.6281,3,Budget-Conscious Expats
R0195,Senior Finance Pro,49,5,5,4,4,4,1,0,1,0,0,1,0,1,1,2,3,3,2,1,3,4,4,4,3,2,6,4,3,3,4,2,7,2,80,2,2.12,4.0,3.67,2.81,3.44,8.0,4,0.5869,1,High-Value Nomads
R0196,Senior Finance Pro,46,3,3,4,3,3,3,0,0,0,1,1,0,1,2,2,3,2,3,3,5,4,4,5,4,2,6,5,4,4,6,6,6,3,50,2,2.5,1.0,4.17,3.05,3.8,4.0,4,0.6819,1,High-Value Nomads
R0197,Cautious Saver,39,3,4,5,3,1,3,1,0,1,1,0,0,1,3,3,4,3,3,3,3,3,5,4,3,3,7,5,5,2,5,1,6,4,30,4,3.25,3.0,3.83,4.03,5.5,6.0,3,0.6331,4,Finance Professionals
R0198,High-Earning Nomad,33,5,5,4,4,1,4,1,0,1,1,1,1,1,4,4,2,3,1,3,4,4,3,5,4,2,6,4,2,3,3,7,5,1,150,4,3.0,3.0,3.33,4.1,5.4,9.0,5,0.6381,2,High-Value Nomads
R0199,High-Earning Nomad,43,5,5,5,4,1,4,0,0,0,0,1,1,0,2,4,4,3,2,4,5,5,4,4,5,1,7,4,3,4,4,6,9,1,150,4,3.25,1.0,3.67,4.22,5.7,6.0,3,0.6969,2,High-Value Nomads
R0200,Cautious Saver,35,2,4,1,4,2,2,1,0,1,0,1,0,1,4,3,4,3,1,3,5,3,5,4,4,3,7,2,4,5,5,4,3,2,10,2,3.0,2.0,3.83,3.8,5.0,7.0,3,0.6781,0,Digital-First Millennials
R0201,Struggling Expat,33,3,3,3,2,1,3,0,0,1,1,1,0,1,4,5,5,3,3,4,5,5,4,5,3,3,3,4,4,4,2,2,5,3,10,2,4.25,1.0,4.33,4.32,8.1,3.0,5,0.4831,3,Budget-Conscious Expats
R0202,Tech-Savvy Millennial,29,2,5,3,4,1,1,1,1,0,0,0,1,0,4,4,4,3,3,1,5,4,3,4,3,3,5,4,4,4,5,3,10,1,50,3,3.38,6.0,4.33,4.29,5.76,9.0,1,0.5981,0,Digital-First Millennials
R0203,Tech-Savvy Millennial,29,2,3,2,3,1,5,1,1,0,1,1,0,0,4,3,5,3,3,1,4,3,4,2,4,1,7,4,5,5,1,6,10,1,80,2,3.25,6.0,4.5,4.03,6.3,8.0,3,0.755,0,Digital-First Millennials
R0204,High-Earning Nomad,45,5,3,4,4,1,3,0,1,0,1,1,0,1,5,4,3,3,4,3,4,5,4,5,5,1,5,5,3,3,5,3,8,1,150,4,3.75,4.0,3.67,4.47,6.5,8.0,5,0.5519,2,High-Value Nomads
