Respondent_ID,Persona_Cluster,Q1_AgeGroup,Q1_AgeRaw,Q2_Gender,Q3_Education,Q4_Employment,Q5_IncomeTier,Q6_Nationality,Q7_YearsDubai,Q8_Spreadsheet,Q8_MobileBanking,Q8_DedicatedApp,Q8_Paper,Q8_NoTracking,Q8_Other,Q9_ReviewFrequency,Q10_NumCurrencies,Q11_Remittance,Q11_FX,Q11_Ecommerce,Q11_Investment,Q11_BillSplit,Q11_Subscriptions,Q11_None,Q12_SavingsPct,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q13_HealthUnderstanding,Q13_Overspent,Q14_BiggestChallenge,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q16_SubscriptionAlerts,Q16_CreditScore,Q16_HealthDashboard,Q16_ChatbotQueries,Q16_GamifiedSavings,Q17_InterfacePref,Q18_UAEBankIntegration,Q18_RemittancePlatform,Q18_CryptoWallet,Q18_WPSSalary,Q18_InvestmentPlatform,Q18_EcommTracking,Q19_PrivacyConcern,Q20_WTP_Intent,Q20_WTP_Binary,Q21_WTP_Tier,Q21_WTP_AED,Q22_PricingModel,Q23_Incentive,Q24_DownloadLikelihood,Q25_Privacy,Q25_Cost,Q25_Complexity,Q25_BankIntegration,Q25_AITrust,Q25_NoNeed,Q25_Regulatory,Q25_Other,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_LikelySwitch,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Q28_FWImportance,Q29_NPS,Q29_NPS_Category,Q30_EaseOfUse,Q30_AIAccuracy,Q30_RealtimeFX,Q30_CustomerSupport,Q30_DataSecurity,Q30_PersonalisedInsights,Q30_BankIntegration,Q30_Offline,Q31_ConfidenceAI,Derived_PainComposite,Derived_FeatureDesirability,Derived_AdoptionAttitude,Derived_FinancialStress,Derived_TechAffinity,Flag_FlatlineResponder,Flag_OutlierAny,Q1_AgeGroup_Label,Q2_Gender_Label,Q3_Education_Label,Q4_Employment_Label,Q5_IncomeTier_Label,Q6_Nationality_Label,Q7_YearsDubai_Label,Q9_ReviewFrequency_Label,Q10_NumCurrencies_Label,Q12_SavingsPct_Label,Q14_BiggestChallenge_Label,Q15_MoneyLost_Label,Q17_InterfacePref_Label,Q19_PrivacyConcern_Label,Q20_WTP_Intent_Label,Q21_WTP_Tier_Label,Q22_PricingModel_Label,Q23_Incentive_Label,Q29_NPS_Category_Enc,Persona_Cluster_Enc,Q5_IncomeTier_Imputed,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Flag_ValueSeeker,Eng_WTPperPain,Flag_AgeIncomeAtypical,Flag_MultiCurrencyUser
R0031,Struggling Expat,3,37,2,2,3,1,7,5,1,0,0,0,0,0,4,3,1,0,1,0,1,1,0,1,3,5,5,4,3,5,2,5,3,6,5,5,4,5,4,4,2,3,4,3,3,5,5,4,4,2,5,2,3,0,2,10,2,1,3,0,1,0,0,1,1,0,0,4,4,4,5,5,5,2,7,7,Passive,4,5,5,3,5,3,5,4,4,4.0,3.9,4.5,4.4,1.0,0,0,35-44,Female,Bachelors,Freelancer,Below5k,Other,MoreThan10yrs,Quarterly,ThreeCurr,NoSavings,HighFees,Above1000,Both,SlightlyConcerned,MaybeAfterTrial,AED1-20,Freemium,FreeMonthTrial,1,0,1,7.6,4.0,4,0.525,0,2.5,0,0
R0032,Tech-Savvy Millennial,2,26,3,2,4,1,3,1,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,2,3,3,2,1,2,3,2,5,4,3,5,4,4,3,4,4,1,4,5,4,3,4,4,3,4,3,5,1,2,1,5,80,2,6,7,0,0,0,1,0,0,0,0,4,4,4,4,3,3,3,7,4,Detractor,5,5,4,4,5,4,4,2,2,2.62,3.8,3.67,3.41,4.0,0,0,25-34,NonBinary,Bachelors,BusinessOwner,Below5k,ArabExpat,LessThan1yr,Monthly,ThreeCurr,1-10pct,EmergencyPlanning,AED101-300,Both,NotConcerned,YesIfJustified,AED61-100,Freemium,RegulatoryCert,0,4,1,4.64,6.0,1,0.6369,0,30.53,0,0
R0033,Tech-Savvy Millennial,2,30,1,2,1,3,5,3,0,1,1,0,1,0,2,2,0,1,0,0,0,1,0,2,4,3,2,3,2,3,2,4,3,4,4,4,3,4,4,4,3,4,5,4,3,4,5,3,2,4,4,2,1,1,3,30,2,4,8,0,0,0,1,0,0,0,0,4,5,5,4,5,4,4,6,5,Detractor,5,5,3,5,4,3,4,2,6,2.88,3.9,4.5,3.34,5.0,0,0,25-34,Male,Bachelors,PrivateSector,10k-20k,EastAsian,3-5yrs,Weekly,TwoCurr,1-10pct,HighFees,AED301-600,Both,SlightlyConcerned,YesDefinitely,AED21-40,Freemium,AIFinancialAdvice,0,4,3,4.96,8.0,2,0.805,0,10.42,0,0
R0034,High-Earning Nomad,3,35,1,3,4,5,3,2,0,1,0,0,0,0,3,4,0,0,0,1,1,0,0,1,2,2,3,4,1,4,3,4,3,5,3,5,3,4,5,3,5,3,3,3,3,4,5,5,3,5,4,1,1,1,5,80,4,3,7,0,0,1,0,0,0,1,0,4,4,3,5,4,4,4,8,7,Passive,4,4,4,3,5,5,5,5,8,2.88,3.7,4.0,4.04,3.0,0,0,35-44,Male,MastersMBA,BusinessOwner,Above40k,ArabExpat,1-3yrs,Monthly,FourCurr,NoSavings,HighFees,AED601-1000,Both,NotConcerned,YesDefinitely,AED61-100,AnnualSubscription,BankIntegration,1,3,5,4.96,8.0,2,0.75,0,27.78,0,1
R0035,High-Earning Nomad,3,43,1,3,2,5,1,1,1,1,1,1,0,0,3,5,1,1,1,1,0,1,0,1,3,3,3,4,3,4,2,3,2,5,5,4,4,5,5,4,5,3,5,3,3,4,5,5,1,5,5,1,2,1,5,80,5,4,4,0,0,1,1,0,0,0,0,4,3,4,5,4,4,4,8,8,Passive,5,4,3,3,4,4,5,5,5,3.12,4.3,4.0,4.36,6.0,0,0,35-44,Male,MastersMBA,Government,Above40k,Emirati,LessThan1yr,Monthly,FivePlus,NoSavings,NoConsolidatedView,AED601-1000,Both,NotConcerned,YesIfJustified,AED61-100,OneTimePurchase,AIFinancialAdvice,1,3,5,5.44,9.0,5,0.555,0,25.64,0,1
R0036,Cautious Saver,3,39,1,3,1,3,2,4,0,0,0,0,0,0,3,3,1,0,1,0,0,1,0,1,4,2,4,3,1,3,2,3,4,3,4,3,5,3,3,3,3,3,3,3,5,4,4,1,4,4,5,2,2,1,3,30,3,4,5,1,0,0,1,0,1,0,0,3,3,2,2,2,4,4,7,6,Detractor,4,5,5,3,5,3,5,4,2,2.75,3.3,3.0,3.78,1.0,0,1,35-44,Male,MastersMBA,PrivateSector,10k-20k,SouthAsian,5-10yrs,Monthly,ThreeCurr,NoSavings,EmergencyPlanning,AED101-300,NoPreference,SlightlyConcerned,YesIfJustified,AED21-40,MonthlySubscription,AIFinancialAdvice,0,1,3,4.7,4.0,3,0.49,0,10.91,0,0
R0037,Senior Finance Pro,3,44,1,5,1,4,3,5,0,1,0,0,0,0,3,4,0,1,1,1,0,1,0,2,3,2,2,1,3,3,2,3,2,2,4,3,5,4,3,5,3,4,4,2,5,4,3,2,4,4,3,3,2,1,4,50,3,2,7,1,0,0,1,0,0,0,0,3,4,4,5,4,4,6,8,6,Detractor,5,4,4,3,3,5,5,4,7,2.38,3.7,4.0,3.49,3.0,0,0,35-44,Male,ProfQual,PrivateSector,20k-40k,ArabExpat,MoreThan10yrs,Monthly,FourCurr,1-10pct,NoConsolidatedView,AED1-100,NoPreference,ModeratelyConcerned,YesIfJustified,AED41-60,MonthlySubscription,CashbackRewards,0,2,4,3.56,9.0,4,0.735,0,21.01,0,1
R0038,Tech-Savvy Millennial,2,29,2,2,1,3,7,1,0,0,1,0,0,0,1,3,1,1,0,0,0,1,0,1,4,4,3,2,2,3,3,4,2,4,4,3,5,4,3,4,2,4,4,4,2,5,4,3,1,4,4,1,2,1,4,50,6,3,7,0,0,0,1,0,0,0,0,4,2,5,3,4,4,5,6,8,Passive,4,5,5,5,4,4,3,3,3,3.12,3.7,3.67,3.96,4.0,0,0,25-34,Female,Bachelors,PrivateSector,10k-20k,Other,LessThan1yr,Daily,ThreeCurr,NoSavings,NoConsolidatedView,AED301-600,WebOnly,NotConcerned,YesIfJustified,AED41-60,PayPerFeature,BankIntegration,1,4,3,5.24,7.0,3,0.6519,0,16.03,0,0
R0039,Struggling Expat,3,36,4,2,1,2,6,4,0,0,1,0,0,0,4,3,1,0,1,0,0,1,0,1,3,3,5,3,4,4,5,4,3,6,3,5,4,5,3,3,2,3,3,4,3,4,4,4,2,4,4,2,4,0,2,10,3,1,4,0,0,0,1,1,0,0,0,4,3,5,4,4,4,3,8,6,Detractor,5,4,5,3,5,5,5,4,2,3.88,3.5,4.0,4.34,4.0,0,0,35-44,PreferNotSay,Bachelors,PrivateSector,5k-10k,African,5-10yrs,Quarterly,ThreeCurr,NoSavings,HighFees,Above1000,Both,SlightlyConcerned,FreeOnly,AED1-20,MonthlySubscription,FreeMonthTrial,0,0,2,7.16,7.0,3,0.51,0,2.58,0,0
R0040,Senior Finance Pro,4,48,1,3,1,4,2,5,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,2,3,3,3,3,2,2,2,4,4,2,4,3,5,3,3,5,4,3,2,3,3,3,2,4,3,3,3,3,0,5,80,5,3,5,1,0,0,1,1,0,0,0,3,3,3,5,4,5,2,8,8,Passive,5,4,3,3,5,5,5,4,4,2.5,3.4,3.83,3.65,3.0,0,0,45-54,Male,MastersMBA,PrivateSector,20k-40k,SouthAsian,MoreThan10yrs,Daily,ThreeCurr,NoSavings,EmergencyPlanning,AED301-600,Both,ModeratelyConcerned,MaybeAfterTrial,AED61-100,OneTimePurchase,BankIntegration,1,2,4,4.6,5.0,1,0.5781,0,32.0,0,0
R0041,Tech-Savvy Millennial,2,32,1,5,1,2,2,4,0,1,0,0,0,0,3,3,0,1,1,1,1,1,0,2,5,2,4,2,3,3,3,4,3,3,5,3,4,4,3,2,3,4,4,4,3,3,5,4,2,3,4,1,4,0,3,30,2,2,6,1,0,0,1,1,0,0,0,3,5,4,4,4,3,2,7,7,Passive,5,4,4,5,4,4,4,3,3,3.25,3.6,3.83,3.72,3.0,0,0,25-34,Male,ProfQual,PrivateSector,5k-10k,SouthAsian,5-10yrs,Monthly,ThreeCurr,1-10pct,HighFees,AED101-300,Both,NotConcerned,FreeOnly,AED21-40,Freemium,CashbackRewards,1,4,2,6.1,8.0,5,0.6131,0,9.23,0,0
R0042,Struggling Expat,3,42,1,5,1,2,2,2,0,0,0,0,0,1,3,2,1,1,1,0,0,1,0,1,5,5,5,2,3,5,3,5,4,5,5,4,4,5,4,3,4,4,3,3,4,4,4,3,3,3,4,1,3,0,2,10,6,4,6,1,1,0,0,0,0,0,0,5,4,4,3,5,4,4,7,6,Detractor,4,4,3,4,4,5,5,3,3,4.12,3.9,4.17,4.26,1.0,0,0,35-44,Male,ProfQual,PrivateSector,5k-10k,SouthAsian,1-3yrs,Monthly,TwoCurr,NoSavings,EmergencyPlanning,AED601-1000,WhatsApp,NotConcerned,MaybeAfterTrial,AED1-20,PayPerFeature,AIFinancialAdvice,0,0,2,7.44,3.0,4,0.6369,0,2.43,0,0
R0043,Tech-Savvy Millennial,2,32,1,4,2,2,7,4,0,1,1,0,0,0,2,2,1,0,0,0,0,1,0,1,5,5,5,5,5,5,5,5,2,4,5,4,5,3,4,3,3,4,4,5,3,5,3,4,3,4,5,1,1,1,5,80,2,4,10,0,0,0,0,0,0,0,0,4,4,4,5,4,4,5,7,10,Promoter,4,4,4,3,4,4,2,2,5,2.38,4.0,4.17,3.39,6.0,0,0,25-34,Male,Doctoral,Government,5k-10k,Other,5-10yrs,Weekly,TwoCurr,NoSavings,NoConsolidatedView,AED301-600,Both,NotConcerned,YesDefinitely,AED61-100,Freemium,AIFinancialAdvice,2,4,2,3.76,8.0,2,0.8669,0,33.61,0,0
R0044,High-Earning Nomad,3,44,2,3,2,4,6,5,0,0,0,0,0,0,1,4,1,0,1,0,0,1,0,1,3,2,4,3,2,4,3,5,3,5,4,4,3,4,5,5,5,5,5,4,3,4,4,4,3,4,3,1,2,1,6,150,2,1,5,0,0,0,0,0,0,0,0,4,5,2,4,4,4,4,7,8,Passive,5,4,4,4,4,4,5,4,4,3.25,4.4,3.83,4.22,1.0,0,0,35-44,Female,MastersMBA,Government,20k-40k,African,MoreThan10yrs,Daily,FourCurr,NoSavings,HighFees,AED601-1000,Both,NotConcerned,YesIfJustified,Above100,Freemium,FreeMonthTrial,1,3,4,5.7,5.0,3,0.5781,0,46.15,0,1
R0045,Tech-Savvy Millennial,2,29,1,2,1,1,5,3,0,1,0,0,0,0,3,3,1,1,1,0,0,1,0,2,3,3,3,3,2,4,3,5,1,3,4,3,4,3,3,4,2,5,4,4,3,5,4,2,2,4,4,2,3,0,4,50,2,3,9,0,0,0,0,0,0,0,0,4,5,3,5,5,4,6,6,8,Passive,5,3,4,3,3,5,4,3,6,3.25,3.6,4.33,3.72,3.0,0,0,25-34,Male,Bachelors,PrivateSector,Below5k,EastAsian,3-5yrs,Monthly,ThreeCurr,1-10pct,FXLosses,AED101-300,Both,SlightlyConcerned,MaybeAfterTrial,AED41-60,Freemium,BankIntegration,1,4,1,5.3,6.0,4,0.8431,0,15.38,0,0
R0046,Struggling Expat,4,46,1,2,3,3,2,5,0,0,0,0,0,0,4,3,1,1,0,0,1,1,0,1,2,5,4,4,3,5,5,5,3,3,3,5,3,5,3,4,4,3,3,3,3,5,5,2,4,3,5,3,2,1,2,10,2,3,4,1,1,0,1,0,0,0,0,5,3,3,4,5,5,3,7,4,Detractor,4,3,5,4,4,5,5,4,2,4.12,3.6,4.17,4.46,1.0,0,0,45-54,Male,Bachelors,Freelancer,10k-20k,SouthAsian,MoreThan10yrs,Quarterly,ThreeCurr,NoSavings,HighFees,AED101-300,Both,ModeratelyConcerned,YesIfJustified,AED1-20,Freemium,BankIntegration,0,0,3,7.64,4.0,4,0.5219,1,2.43,0,0
R0047,Senior Finance Pro,4,46,2,3,4,4,3,5,1,1,0,0,0,0,3,4,1,1,1,0,1,1,0,2,2,3,2,3,2,4,3,2,4,4,4,4,5,5,4,3,3,5,4,2,1,5,4,2,5,4,4,2,3,0,6,150,3,4,8,1,1,1,0,1,0,0,0,2,4,4,4,3,5,4,8,7,Passive,5,5,5,4,5,5,5,3,4,2.62,3.9,3.67,3.61,3.0,0,0,45-54,Female,MastersMBA,BusinessOwner,20k-40k,ArabExpat,MoreThan10yrs,Monthly,FourCurr,1-10pct,EmergencyPlanning,AED301-600,MobileOnly,SlightlyConcerned,MaybeAfterTrial,Above100,MonthlySubscription,AIFinancialAdvice,1,2,4,4.44,7.0,5,0.7169,0,57.25,0,1
R0048,Struggling Expat,3,36,1,2,3,5,3,1,1,0,1,0,1,0,3,3,1,1,1,1,0,1,0,1,4,4,5,5,4,5,5,5,3,4,3,3,4,5,2,5,3,5,4,2,2,5,5,2,4,3,3,2,3,0,2,10,1,1,6,0,0,0,0,0,1,0,0,4,4,3,4,3,4,1,7,4,Detractor,5,5,5,4,4,4,5,4,1,4.5,3.6,3.67,4.6103,3.0,0,0,35-44,Male,Bachelors,Freelancer,Above40k,ArabExpat,LessThan1yr,Monthly,ThreeCurr,NoSavings,HighFees,AED301-600,WebOnly,SlightlyConcerned,MaybeAfterTrial,AED1-20,FreeWithAds,FreeMonthTrial,0,0,5,8.56,9.0,5,0.5719,0,2.22,0,0
R0049,Struggling Expat,3,38,2,3,1,2,2,4,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,1,4,4,4,5,3,5,4,5,1,4,3,4,5,5,3,4,3,4,4,2,4,5,5,2,4,1,4,2,5,0,1,0,2,1,7,0,0,0,1,0,1,0,0,4,5,4,5,4,4,2,7,5,Detractor,5,4,5,5,3,4,5,4,3,4.25,3.7,4.33,4.32,1.0,0,0,35-44,Female,MastersMBA,PrivateSector,5k-10k,SouthAsian,5-10yrs,Monthly,TwoCurr,NoSavings,FXLosses,AED301-600,WhatsApp,SlightlyConcerned,WontUse,AED0,Freemium,FreeMonthTrial,0,0,2,8.1,3.0,2,0.6981,0,0.0,0,0
R0050,Tech-Savvy Millennial,3,35,1,5,3,3,3,3,0,1,1,0,0,0,2,3,1,1,0,0,0,1,0,1,3,2,2,2,3,3,2,5,4,3,4,5,5,4,4,3,4,5,4,5,3,5,3,3,4,4,5,2,2,1,4,50,2,3,7,1,1,0,0,0,0,0,0,4,5,5,4,4,4,6,8,10,Promoter,5,5,4,5,3,4,4,2,7,2.75,4.3,4.33,3.78,6.0,0,0,35-44,Male,ProfQual,Freelancer,10k-20k,ArabExpat,3-5yrs,Weekly,ThreeCurr,NoSavings,EmergencyPlanning,AED101-300,Both,SlightlyConcerned,YesIfJustified,AED41-60,Freemium,BankIntegration,2,4,3,4.3,9.0,3,0.7581,0,18.18,0,0
R0051,High-Earning Nomad,3,42,2,5,1,4,1,4,1,1,1,0,0,0,2,5,0,0,1,1,1,1,0,1,1,2,4,2,3,4,4,3,2,6,4,5,3,4,2,3,5,4,4,2,3,2,3,4,2,5,5,2,4,0,4,50,2,2,8,1,0,1,1,0,0,0,0,3,4,5,5,2,5,2,7,8,Passive,4,5,5,4,3,5,5,3,6,2.88,3.6,4.0,4.24,6.0,0,0,35-44,Female,ProfQual,PrivateSector,20k-40k,Emirati,5-10yrs,Weekly,FivePlus,NoSavings,NoConsolidatedView,Above1000,Both,SlightlyConcerned,FreeOnly,AED41-60,Freemium,CashbackRewards,1,3,4,5.36,9.0,4,0.77,0,17.36,0,1
R0052,Cautious Saver,3,42,3,2,1,1,2,4,0,0,1,0,1,0,3,3,0,1,0,0,1,1,0,4,5,5,5,5,5,5,5,5,2,3,4,4,5,4,3,3,4,4,3,4,3,5,2,1,5,3,4,3,2,1,2,10,4,1,10,0,1,1,0,1,0,0,1,5,4,3,5,5,3,6,8,10,Promoter,5,4,5,4,5,5,5,4,5,2.38,3.8,4.17,2.81,3.0,0,0,35-44,NonBinary,Bachelors,PrivateSector,Below5k,SouthAsian,5-10yrs,Monthly,ThreeCurr,21-30pct,NoConsolidatedView,AED101-300,Both,ModeratelyConcerned,YesIfJustified,AED1-20,AnnualSubscription,FreeMonthTrial,2,1,1,3.56,7.0,3,0.8669,0,4.2,0,0
R0053,High-Earning Nomad,3,39,2,4,2,6,6,4,0,1,1,0,0,0,1,4,0,1,0,0,1,1,0,3,2,4,5,3,3,3,2,3,7,4,5,5,4,5,5,4,5,3,4,4,3,4,4,4,4,5,4,3,3,0,6,150,3,3,7,0,0,1,1,0,0,0,0,5,2,5,5,3,4,4,5,7,Passive,5,5,4,4,4,5,5,5,6,3.12,4.4,4.0,3.56,6.0,0,1,35-44,Female,Doctoral,Government,PNS,African,5-10yrs,Daily,FourCurr,11-20pct,NoChallenge,AED301-600,Both,ModeratelyConcerned,MaybeAfterTrial,Above100,MonthlySubscription,BankIntegration,1,3,3,5.44,9.0,3,0.72,0,48.08,0,1
R0054,High-Earning Nomad,3,41,3,3,4,3,5,4,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,3,2,5,3,3,3,2,4,3,6,4,4,4,3,4,5,3,5,3,4,4,5,4,4,4,2,5,5,2,1,1,5,80,4,3,8,0,1,0,0,0,0,0,0,3,3,2,5,4,3,4,7,7,Passive,4,4,5,3,5,4,5,4,5,3.12,3.9,3.33,3.76,1.0,0,0,35-44,NonBinary,MastersMBA,BusinessOwner,10k-20k,EastAsian,5-10yrs,Weekly,FivePlus,11-20pct,InvestmentInfo,AED301-600,NoPreference,SlightlyConcerned,YesDefinitely,AED61-100,AnnualSubscription,BankIntegration,1,3,3,5.44,5.0,3,0.7081,0,25.64,0,1
R0055,Struggling Expat,2,34,1,1,1,5,2,4,0,0,0,1,1,1,5,3,1,1,0,1,0,1,0,1,5,4,5,3,3,5,5,5,1,4,4,4,4,4,2,4,3,4,4,4,4,5,5,3,4,2,4,2,4,0,3,30,6,1,4,1,0,1,0,0,1,0,0,5,5,3,4,5,4,3,7,7,Passive,5,4,4,5,5,4,5,3,4,4.38,3.7,4.33,4.59,0.0,0,0,25-34,Male,HighSchool,PrivateSector,Above40k,SouthAsian,5-10yrs,Rarely,ThreeCurr,NoSavings,FXLosses,AED301-600,WhatsApp,SlightlyConcerned,FreeOnly,AED21-40,PayPerFeature,FreeMonthTrial,1,0,5,8.16,6.0,4,0.5631,0,6.85,0,0
R0056,High-Earning Nomad,3,38,1,4,1,6,3,2,1,1,0,0,0,0,3,4,0,0,0,0,0,0,1,1,1,4,3,3,2,4,2,5,4,4,5,3,3,5,5,4,5,5,5,2,1,5,4,4,3,5,5,3,1,1,5,80,5,4,5,1,1,0,1,0,0,0,0,5,4,5,4,2,3,3,8,9,Promoter,5,4,5,4,4,5,4,5,5,3.0,4.2,3.83,4.1,3.0,0,0,35-44,Male,Doctoral,PrivateSector,PNS,ArabExpat,1-3yrs,Monthly,FourCurr,NoSavings,EmergencyPlanning,AED301-600,MobileOnly,ModeratelyConcerned,YesDefinitely,AED61-100,OneTimePurchase,AIFinancialAdvice,2,3,3,5.4,6.0,0,0.5931,0,26.67,0,1
R0057,Tech-Savvy Millennial,2,31,2,1,1,3,2,4,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,2,3,2,4,2,3,4,2,3,3,6,4,3,3,3,2,3,3,5,3,5,3,4,5,3,2,4,3,2,2,1,4,50,2,3,6,0,0,0,1,0,0,0,0,3,4,4,4,4,3,6,7,8,Passive,5,4,5,3,4,4,5,2,3,2.88,3.4,3.67,3.54,3.0,0,0,25-34,Female,HighSchool,PrivateSector,10k-20k,SouthAsian,5-10yrs,Weekly,ThreeCurr,1-10pct,HighFees,Above1000,Both,SlightlyConcerned,YesIfJustified,AED41-60,Freemium,BankIntegration,1,4,3,4.56,5.0,0,0.6019,0,17.36,0,0
R0058,Tech-Savvy Millennial,2,34,2,3,4,3,5,3,0,1,0,0,0,0,4,3,0,1,0,0,0,1,0,1,3,3,4,2,2,4,2,4,2,3,5,5,4,4,3,4,3,3,5,5,3,4,4,4,1,4,4,3,1,1,4,50,2,6,8,0,0,0,1,1,0,0,0,4,4,4,5,4,4,4,9,7,Passive,5,4,5,3,5,4,5,1,7,3.0,4.1,4.17,3.9,3.0,0,0,25-34,Female,MastersMBA,BusinessOwner,10k-20k,EastAsian,3-5yrs,Quarterly,ThreeCurr,NoSavings,NoConsolidatedView,AED101-300,Both,ModeratelyConcerned,YesDefinitely,AED41-60,Freemium,RegulatoryCert,1,4,3,5.2,6.0,2,0.7969,0,16.67,0,0
R0059,Tech-Savvy Millennial,2,30,1,3,2,4,5,3,1,1,1,1,1,0,1,2,1,1,0,1,0,0,0,1,3,2,4,2,3,4,3,4,4,5,4,4,5,4,4,3,3,5,5,4,3,4,4,4,4,3,5,3,2,1,4,50,1,2,1,0,1,1,1,1,0,0,0,5,5,5,4,5,4,4,8,9,Promoter,5,4,3,4,4,4,4,3,1,3.12,4.1,4.67,3.76,5.0,0,1,25-34,Male,MastersMBA,Government,20k-40k,EastAsian,3-5yrs,Daily,TwoCurr,NoSavings,EmergencyPlanning,AED601-1000,Both,ModeratelyConcerned,YesIfJustified,AED41-60,FreeWithAds,CashbackRewards,2,4,4,5.44,9.0,3,0.3919,0,16.03,0,0
R0060,Senior Finance Pro,3,42,1,4,1,4,5,5,1,1,0,0,1,0,1,4,1,1,1,1,0,1,0,3,2,3,2,2,2,1,2,2,3,3,4,5,5,3,3,3,3,4,4,2,1,5,4,3,3,5,4,3,2,1,5,80,3,2,5,0,0,0,0,0,1,0,0,5,4,4,4,3,4,5,7,6,Detractor,5,5,3,4,4,5,4,4,2,2.0,3.6,4.0,3.0,2.0,0,0,35-44,Male,Doctoral,PrivateSector,20k-40k,EastAsian,MoreThan10yrs,Daily,FourCurr,11-20pct,HighFees,AED101-300,MobileOnly,ModeratelyConcerned,YesIfJustified,AED61-100,MonthlySubscription,CashbackRewards,0,2,4,3.0,9.0,5,0.56,0,40.0,0,1
R0061,Senior Finance Pro,4,47,1,5,2,5,5,4,0,0,1,0,0,0,2,3,1,1,1,0,0,1,0,2,3,3,5,1,2,3,2,3,6,3,4,2,4,4,4,3,4,5,4,2,3,5,3,3,4,4,4,3,4,0,4,50,2,3,4,1,0,0,0,0,0,1,0,4,4,3,2,5,3,5,7,4,Detractor,5,5,5,4,5,4,4,4,6,2.75,3.6,3.5,3.48,4.0,0,0,45-54,Male,ProfQual,Government,Above40k,EastAsian,5-10yrs,Weekly,ThreeCurr,1-10pct,InvestmentInfo,AED101-300,Both,ModeratelyConcerned,FreeOnly,AED41-60,Freemium,BankIntegration,0,2,5,4.5,7.0,4,0.535,0,18.18,0,0
R0062,Tech-Savvy Millennial,2,28,1,2,1,2,2,2,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,2,2,3,4,2,1,5,2,4,4,5,4,4,3,3,4,4,4,4,3,5,1,4,3,4,3,3,3,3,3,0,5,80,3,3,5,0,0,1,0,1,0,0,0,4,3,4,5,5,4,3,6,8,Passive,5,4,3,4,5,4,4,2,5,2.88,3.8,4.17,3.34,1.0,0,0,25-34,Male,Bachelors,PrivateSector,5k-10k,SouthAsian,1-3yrs,Monthly,TwoCurr,1-10pct,EmergencyPlanning,AED601-1000,MobileOnly,ModeratelyConcerned,MaybeAfterTrial,AED61-100,MonthlySubscription,BankIntegration,1,4,2,5.16,2.0,2,0.6169,0,27.78,0,0
R0063,Cautious Saver,3,39,1,4,2,2,2,4,0,1,0,0,0,0,3,2,0,0,1,0,1,1,0,1,2,3,2,2,1,3,2,3,4,2,5,5,4,4,4,5,4,4,4,5,3,5,3,2,5,4,4,2,2,1,2,10,2,2,5,1,1,0,0,1,0,0,0,4,4,3,4,3,5,5,7,7,Passive,4,4,4,4,5,5,5,3,2,2.25,4.4,3.83,3.32,3.0,0,0,35-44,Male,Doctoral,Government,5k-10k,SouthAsian,5-10yrs,Monthly,TwoCurr,NoSavings,EmergencyPlanning,AED1-100,Both,SlightlyConcerned,YesIfJustified,AED1-20,Freemium,CashbackRewards,1,1,2,3.5,5.0,3,0.5481,0,4.44,0,0
R0064,Senior Finance Pro,3,42,2,3,1,4,3,4,1,0,1,0,0,0,1,3,0,1,1,0,0,0,0,1,2,2,3,2,2,4,1,3,3,3,4,4,4,4,5,4,3,5,2,2,1,5,4,3,5,4,4,2,3,0,4,50,1,3,7,1,1,0,0,0,0,0,0,4,3,2,4,4,5,6,7,1,Detractor,4,5,4,3,4,4,4,4,5,2.38,3.7,3.67,3.59,4.0,0,0,35-44,Female,MastersMBA,PrivateSector,20k-40k,ArabExpat,5-10yrs,Daily,ThreeCurr,NoSavings,HighFees,AED101-300,MobileOnly,SlightlyConcerned,MaybeAfterTrial,AED41-60,FreeWithAds,BankIntegration,0,2,4,3.56,6.0,2,0.6819,0,21.01,0,0
